869 75684
460 209 44950
861 244 64354
685 840 40928
108 383 77328
742 266 61324
299 17 99922
734 272 82729
473 732 56386
337 268 38684
121 404 12319
619 583 52838
528 595 67997
593 512 75347
261 335 59063
544 768 68371
183 680 93787
516 698 1107
400 666 44672
202 474 36872
528 149 6704
524 274 30269
320 676 1176
800 431 10749
144 18 41913
320 245 33727
130 95 4528
539 95 72066
225 24 8609
788 600 45075
415 138 1944
66 9 52241
665 856 76539
802 423 84467
156 600 36281
574 160 88243
303 332 41537
814 128 39947
812 422 14106
475 721 204
458 819 33728
713 285 28297
666 838 15225
239 245 74415
847 479 1836
421 249 6157
270 444 25334
295 104 23461
186 654 80827
636 577 61159
398 642 75011
367 81 39379
532 228 53627
586 199 41723
270 267 21875
588 297 34312
177 428 38681
24 447 31745
855 512 39964
787 233 26387
26 676 11551
866 1 95841
244 472 1928
758 715 18112
570 477 87073
214 862 28445
346 611 94490
236 579 57162
599 851 98940
438 284 83452
557 185 36554
419 65 3394
778 205 15078
65 36 27177
37 728 80596
223 52 23242
481 572 64742
460 377 31285
356 660 74927
361 679 23716
689 620 78566
14 61 39091
609 412 80389
479 686 27771
192 527 34242
238 628 8503
395 123 97920
494 782 37511
824 60 48908
612 471 53996
742 476 99069
511 110 87711
626 341 73368
505 340 40427
731 435 17010
190 727 85725
794 190 185
624 53 59850
336 674 84807
372 865 90247
315 691 5280
561 443 62210
721 863 41234
659 342 64092
785 318 40027
536 214 2383
200 505 18554
276 21 18847
848 65 83730
766 654 91541
322 256 55168
277 577 44355
797 494 44304
258 845 21753
737 849 18602
90 808 36292
749 854 60119
6 307 27722
770 547 89883
384 70 90985
303 677 97648
583 96 17507
839 483 62871
210 730 85769
473 406 54027
540 565 74909
573 228 66583
862 819 37487
730 464 36259
286 520 76231
594 378 51681
47 242 42411
826 799 39097
745 595 20597
91 114 970
473 567 15077
74 465 7202
329 183 30518
472 695 48572
766 39 88596
368 69 69124
208 697 95475
820 312 98484
410 423 69124
33 294 92102
834 784 16906
32 675 76329
65 695 11027
70 435 94388
145 267 79397
313 531 75454
358 311 2657
132 853 34013
499 209 80726
204 531 21599
486 655 33035
210 98 69129
305 784 21336
268 49 33626
685 541 86938
569 247 73218
60 49 95292
229 63 8742
57 679 89812
244 38 39968
740 505 62415
762 837 61277
718 4 65051
296 823 46724
804 611 25764
202 276 14938
571 516 55059
346 718 48301
637 408 26906
151 683 92659
324 127 68840
375 25 44318
839 484 75566
318 769 47476
820 393 71120
476 435 50343
332 742 66433
834 197 35308
437 471 64332
823 267 23703
349 472 56582
803 133 82762
119 346 78739
681 755 88499
180 849 7127
317 735 77294
41 867 5500
723 307 28689
98 42 62849
150 731 81665
187 355 94178
752 167 56454
3 26 30298
670 272 56768
688 832 87289
694 2 33961
70 760 12582
440 452 76053
154 645 31436
18 308 21107
700 818 56687
584 540 15012
378 37 92449
442 312 45198
343 449 55571
749 24 50092
627 849 90089
858 457 18727
590 688 21694
164 345 78317
212 513 42938
224 741 96710
840 496 97545
493 219 53552
130 667 69305
699 84 79424
700 545 76929
137 85 75775
74 673 94589
597 655 90743
331 286 16438
408 542 91913
355 395 82173
458 226 451
748 578 55826
457 248 91829
415 368 77239
165 510 31968
72 803 2140
693 99 71549
653 98 46195
203 184 139
306 408 51430
125 359 7048
150 3 25088
61 331 80881
475 517 72655
202 281 48030
700 575 41758
57 324 85293
411 338 86105
711 566 62318
610 748 24929
321 420 64012
814 616 32069
371 84 57737
99 58 18708
454 120 6036
106 191 25920
123 462 37930
861 712 80698
296 287 5339
17 492 70959
250 520 77105
556 471 26236
744 846 19612
312 108 68901
437 127 52832
6 138 20721
709 10 7691
694 692 85739
92 639 56865
46 65 5927
771 684 92312
613 716 53694
251 524 36025
192 92 38126
96 3 74824
604 440 17507
583 572 88037
356 167 93290
758 193 58921
841 27 81855
318 795 22737
46 612 15059
333 130 36852
628 103 81483
596 511 53280
487 67 89033
577 470 80294
579 268 86307
595 504 51466
680 469 63781
210 120 20428
211 683 537
158 57 70396
842 806 6030
137 164 40955
722 612 51717
126 390 76535
833 628 98277
307 265 3524
70 51 48864
617 97 32923
795 404 13572
298 716 63165
361 504 22760
264 390 22923
75 623 86044
24 141 21104
331 118 61556
565 250 13040
13 452 2156
251 846 53096
448 607 21830
821 637 33904
726 98 77739
864 311 64017
613 824 3684
19 811 36937
575 242 56339
505 569 33068
795 671 24583
297 379 67344
234 67 79335
448 626 36406
542 599 59671
650 16 33144
337 199 3814
8 710 75633
101 56 94930
687 223 50631
430 704 74749
63 220 78598
644 23 30618
245 226 65592
474 57 137
469 611 64466
558 82 25738
349 142 26224
413 719 37191
58 654 48464
47 609 29837
833 66 89242
65 149 81134
265 859 10518
417 589 93275
606 765 68314
794 216 6289
787 244 25716
671 108 77889
560 247 22341
91 292 47813
16 197 39284
460 253 64480
325 246 81216
423 484 50804
178 163 37907
841 379 16793
287 68 92750
691 392 6600
588 825 21668
827 28 67117
480 277 61162
555 643 90158
832 271 1816
242 730 56740
817 238 10900
193 226 99428
413 397 8059
304 596 18975
432 471 45974
527 427 45909
580 345 25863
808 281 93774
573 532 43126
660 35 6337
245 591 94594
508 149 18945
479 717 81959
703 400 91574
628 79 58245
468 844 3310
365 447 18279
657 222 2224
404 280 25536
850 277 97713
552 29 58059
757 148 15049
162 31 80418
209 359 67744
792 420 93157
423 192 58699
667 841 4177
836 288 39052
173 279 60478
846 79 33207
45 446 34501
679 850 7442
686 137 3854
602 430 36129
94 841 93022
530 789 57995
180 603 93573
860 366 8798
620 148 51501
91 790 29565
29 124 30821
512 166 91759
776 685 15253
711 385 57200
831 421 16012
118 469 57580
228 136 74107
678 120 53898
813 657 28050
207 749 3421
393 333 39151
712 5 58411
747 506 46869
663 419 38236
591 329 68470
268 665 96057
522 768 30804
92 607 48268
762 414 9140
61 109 35086
493 401 10642
531 766 35560
377 317 9419
84 486 21048
819 231 53771
42 63 8379
287 371 30846
484 340 37637
810 51 6743
146 836 45088
78 469 11190
376 658 33433
685 544 18907
799 520 63702
228 513 55437
333 540 55876
610 734 68102
638 428 14241
16 707 72245
566 748 87449
458 525 62574
287 791 66929
746 704 8100
581 668 23932
496 862 59007
716 281 34409
520 464 16455
129 109 35598
486 671 46579
700 414 63121
803 575 8646
706 179 28909
715 430 21196
291 141 96911
127 96 45081
223 787 74045
125 68 44271
448 558 7429
418 796 32896
60 136 50087
399 196 9805
651 736 38100
71 183 71878
99 359 53555
431 172 91115
198 445 40850
286 376 39847
251 651 92510
126 89 6216
25 303 18486
86 790 18587
278 142 57245
707 753 85189
40 726 60342
743 425 3151
580 668 58372
156 826 86070
731 432 85684
598 443 791
440 702 7197
236 424 4987
378 344 23094
277 554 87668
460 127 70121
448 792 35290
13 841 56431
785 672 37101
839 770 62102
215 81 79571
21 825 81463
489 724 14542
10 389 72397
249 863 70356
169 398 58592
772 432 77769
224 184 3510
157 550 34898
524 275 53247
148 584 94407
146 136 4471
276 407 28392
690 502 87913
588 553 69081
154 186 14206
656 212 66631
755 335 50669
618 19 57302
693 36 13609
862 569 90271
748 716 34114
610 440 48771
167 127 44515
377 701 93194
695 48 7230
808 275 44183
725 625 6097
370 690 95110
494 237 37879
601 192 63257
309 588 13656
774 28 57495
124 338 58498
641 360 9202
684 348 47648
581 350 16080
686 492 61459
234 567 20524
633 530 98113
413 277 29869
230 548 85533
335 205 59500
578 442 86201
793 612 60439
26 161 11375
318 484 24453
24 178 18991
88 746 46717
405 6 18345
514 170 97995
370 554 94622
235 487 82805
804 820 94505
312 241 88984
223 787 47338
832 30 42596
654 671 40957
608 325 20343
801 213 78059
593 376 55725
645 28 60480
312 758 91486
211 41 44176
351 633 76335
561 17 48724
334 289 96793
425 69 13225
549 184 88317
611 803 46428
242 684 39024
299 650 52559
170 633 23648
434 195 38783
327 180 43122
588 534 33346
518 119 66775
507 282 40868
794 560 5700
44 712 54855
368 838 11941
455 785 96542
387 398 67495
318 484 30653
26 95 32422
721 664 76173
588 126 35746
374 558 30436
526 458 51550
15 851 15221
522 610 12706
176 730 37694
831 20 39295
740 254 70129
112 603 67294
88 748 54154
243 806 66577
712 90 40029
835 788 79583
659 663 4305
85 812 10932
85 705 972
363 459 27504
641 141 26916
455 446 22554
717 364 57828
521 606 45079
326 658 74286
257 703 16854
221 287 71837
111 401 54662
249 400 92213
233 198 56033
590 557 83793
201 854 72622
422 635 47043
380 331 1822
455 447 5625
519 476 73279
772 666 64239
539 661 91253
329 64 26506
160 868 20789
764 208 47758
219 773 36211
163 729 77331
718 96 7655
117 811 58657
95 345 14068
165 141 81830
828 794 30116
378 259 15645
639 801 55430
129 672 99839
444 362 81901
485 63 76645
587 388 85157
378 727 70590
569 222 26971
771 172 84459
497 281 63607
421 454 66268
771 776 16854
285 554 30503
677 395 82941
16 703 23833
306 263 66500
614 353 39017
179 7 54110
68 779 11212
408 800 45304
489 401 40671
750 564 72258
861 15 93598
385 190 38555
247 333 2369
332 328 96500
610 804 70446
106 219 61936
53 561 18362
239 857 37994
809 816 59381
733 100 30660
339 547 62113
604 68 90043
461 413 48554
791 751 59619
423 530 51897
53 46 74785
14 847 58246
742 689 51667
44 697 1908
405 543 31885
706 571 49025
227 420 55491
846 390 51577
159 738 13393
767 385 23208
737 831 15464
568 150 66575
672 79 17251
51 690 17394
296 48 53447
635 782 24678
433 69 81655
31 243 2449
571 512 73468
695 90 32795
497 346 19929
578 669 34153
678 174 51349
435 372 50345
768 353 88243
658 421 72869
816 562 70052
757 73 30732
72 866 20185
632 122 85258
559 98 68168
285 839 88280
612 562 50434
751 12 89561
429 760 99443
128 2 31342
670 760 71966
822 507 55902
691 5 56757
209 587 97757
244 256 4755
442 38 2348
230 188 37800
536 184 99957
561 40 98536
303 764 10305
216 242 95102
814 188 28601
461 672 33677
705 424 72935
463 639 68156
749 768 88660
773 645 81623
407 363 29903
680 555 54763
747 137 29932
174 696 23827
202 15 58805
675 498 56178
721 308 82375
624 204 9096
282 221 19946
702 825 67913
670 19 62799
753 665 25319
211 245 29847
601 758 7575
543 260 99546
499 439 58163
700 423 33494
687 616 28709
236 247 14821
491 280 52744
199 711 526
564 353 78722
234 133 3589
106 269 60323
92 737 45111
783 72 30266
714 662 86302
308 342 4444
736 212 95753
289 182 41592
589 563 13642
331 704 30760
559 843 6263
280 311 24338
242 167 32010
431 307 3174
412 439 53235
496 120 49910
341 263 62170
808 599 6797
408 599 25416
169 785 91829
639 182 16067
2 212 17490
91 409 97791
222 476 78580
168 315 47006
52 48 87330
674 483 88293
51 54 76230
229 380 46146
444 8 26000
249 22 69082
269 653 74021
272 181 7216
527 490 14366
258 586 20814
239 571 18956
430 673 73640
339 823 14150
256 682 74863
274 60 28289
840 522 21608
387 737 87616
843 264 2208
700 619 74896
640 78 73481
555 810 86224
554 328 20065
454 457 12829
225 238 47348
393 632 37467
131 554 65984
19 446 21881
498 747 59043
748 806 42003
176 254 60697
600 514 33451
527 590 63986
553 51 56686
190 18 70805
831 572 69383
701 525 83792
356 786 82970
232 767 86492
701 84 33561
285 245 7315
372 811 42442
382 735 61775
727 215 61867
73 61 5024
538 747 34383
356 629 26964
478 786 76599
574 109 87898
343 13 10947
302 18 33374
560 444 64179
587 179 92856
825 219 46523
646 715 38425
724 335 59351
855 54 64946
786 632 17114
752 361 16787
458 222 93271
303 552 13670
632 37 92342
250 287 39693
389 188 27953
856 734 32995
586 584 72683
665 707 21026
4 34 28386
403 746 44525
206 142 50735
613 536 31208
524 658 26385
580 82 27708
819 245 54006
516 617 295
783 787 28171
513 158 18061
383 663 91516
469 224 13370
566 841 18077
60 292 44951
244 165 11702
571 143 70884
252 97 69110
133 600 94770
273 466 41883
308 621 50694
334 323 98731
224 328 26528
410 514 2854
469 520 55977
844 76 4756
572 765 18056
615 180 6543
694 209 95107
451 10 39613
251 7 91273
113 672 18464
64 827 20318
853 416 63421
180 174 26850
340 850 87307
482 782 26405
451 287 3690
329 217 78526
254 464 67927
544 98 53682
844 232 20675
691 49 61373
116 226 78105
709 92 48241
123 581 4822
232 803 98834
119 240 45227
128 559 18995
208 484 20798
396 669 60336
549 255 49008
233 87 39229
657 575 58069
534 552 81468
417 188 73819
228 518 67928
28 144 57195
718 513 62283
487 503 75225
802 779 93463
187 682 39437
782 127 9277
749 710 12667
61 262 29633
371 217 11058
484 702 86033
1 728 28894
372 79 78648
148 847 69760
469 130 61422
341 364 62867
249 69 82940
380 590 427
683 809 3556
127 225 51377
601 385 21653
134 198 82915
176 755 10859
137 407 56419
321 502 30731
300 316 80378
396 83 80981
591 865 87603
324 63 14758
662 528 86747
746 803 64707
837 640 66091
626 172 37077
705 711 16118
573 711 61273
65 678 4253
302 305 23416
243 497 53682
640 291 12711
594 200 45608
808 835 3193
130 411 6671
701 77 29897
80 141 36783
514 627 63852
449 206 60582
688 600 73642
92 826 9084
256 49 3095
372 579 83747
545 456 43601
409 236 88726
532 286 16183
207 477 31937
293 308 8526
263 84 89314
801 638 54800
183 848 56866
289 720 4895
833 826 6537
565 330 66037
784 465 73496
116 34 9260
320 830 54281
832 605 9199
68 219 55748
833 858 90163
229 39 12258
179 476 88934
509 589 77234
427 436 33274
804 549 44416
560 349 78977
255 200 60700
100 317 66222
6 757 22993
176 611 37153
416 140 80100
428 98 25426
468 180 51139
496 116 27316
796 82 28403
126 342 44520
709 268 50420
236 47 24083
114 436 38265
223 458 92507
542 235 88350
555 228 15368
795 728 19780
110 789 86218
717 617 19210
862 247 41894
112 496 57012
169 530 81064
685 754 85602
839 614 39554
464 629 17466
402 146 28452
443 275 6632
533 754 71438
294 112 35697
400 260 93806
300 840 61485
653 48 9990
595 659 81360
306 9 98883
676 702 50191
697 201 50446
598 15 85050
723 578 1015
389 670 71696
845 144 82603
250 517 53644
209 271 87781
93 718 10465
579 668 60622
827 471 2681
517 738 48716
791 623 16062
11 250 62825
699 27 81973
64 732 48254
390 35 64439
508 807 62987
238 621 72110
556 682 15211
530 653 23017
176 365 29869
769 766 28368
427 664 58367
626 323 24394
856 711 16136
845 655 68571
796 514 49645
420 400 15100
301 707 54260
191 828 1183
797 750 55067
137 593 14464
558 532 13568
728 696 21160
42 665 11253
167 799 16351
229 493 99375
402 632 50099
588 322 51440
175 261 56707
659 304 79812
130 176 86391
795 335 89148
681 338 79229
331 505 14697
482 29 65032
811 417 82854
746 542 60223
663 675 42012
702 581 39236
778 407 43720
118 135 35453
305 451 87508
58 810 41118
580 304 55838
138 533 85922
276 103 83920
336 23 53349
294 579 3649
665 233 33007
635 512 28728
821 64 46409
660 182 30954
386 534 94820
324 858 83189
95 442 9904
370 434 42409
797 670 12748
843 527 67748
404 196 82072
506 45 73058
228 233 79221
710 279 70009
675 466 11765
24 485 9538
731 179 35384
369 781 76936
364 585 81873
302 62 36339
324 577 90664
470 412 99863
598 50 65083
658 694 91961
655 136 98382
609 451 50951
838 652 83832
533 780 43415
383 76 59589
250 352 1244
110 387 25803
252 158 79598
699 161 10008
2 869 84122
570 247 55304
367 827 57671
641 555 28564
396 448 59143
217 664 98614
495 247 12810
278 37 17317
165 681 94476
438 799 91842
107 372 52996
788 377 26038
316 730 38114
258 791 62488
462 405 21743
277 167 50293
414 360 19975
127 831 270
818 219 45050
492 634 79056
627 410 45958
254 286 12463
767 195 94705
845 430 92673
839 354 76273
18 401 67180
240 414 24970
610 280 10339
591 322 85813
449 527 25551
184 820 4713
263 148 498
81 316 90992
670 535 81940
401 223 79608
414 20 84421
760 1 79437
411 854 58646
256 130 43078
791 110 40535
445 91 78635
128 247 15187
80 818 74912
536 352 28757
800 258 59225
840 350 96923
614 263 52875
380 289 12107
680 111 55993
739 66 9245
869 131 52920
527 236 15105
134 671 35737
661 195 32749
489 364 46488
748 73 76345
1 155 85929
274 528 30772
747 84 45427
614 750 45427
826 731 3668
603 223 70901
524 505 64638
47 5 17061
738 788 23903
823 836 88077
61 489 28787
331 526 27119
628 317 8813
151 574 3804
159 55 67536
852 711 75288
815 153 68794
346 777 66643
792 77 96643
658 757 4480
798 768 64180
268 849 99017
247 466 69403
826 494 58746
60 699 435
396 814 88360
183 539 54070
568 102 68013
200 183 23428
753 780 71572
362 335 68301
779 848 18981
191 501 26202
76 486 16977
186 129 14679
447 375 93875
655 708 43370
868 296 3548
186 446 59373
208 187 34584
552 868 71542
868 475 25146
295 601 18855
232 714 39063
700 471 36184
88 519 43572
99 866 27724
60 318 47293
756 128 72670
833 169 18673
827 157 92863
345 772 90465
198 477 15198
637 693 29196
436 588 44724
840 18 89792
399 710 97896
572 611 24948
251 369 32650
370 182 39282
266 829 72274
223 546 16796
498 161 95951
44 304 2486
865 413 51172
390 763 21738
706 809 53183
77 396 77461
323 116 7606
483 781 2554
855 436 21369
695 145 5481
770 137 22401
366 393 94482
344 635 72159
307 448 50407
218 139 93334
536 355 64289
46 147 17569
198 61 68729
14 143 6392
774 131 41350
286 264 74998
666 405 19640
455 414 4216
790 469 9445
363 620 73104
476 817 31471
611 15 41426
560 771 82455
697 114 17433
526 848 42386
380 695 12782
642 155 77365
36 379 23696
649 793 14078
637 823 22977
212 109 54645
656 300 23618
607 192 79721
330 776 27495
691 345 94147
752 616 46481
107 567 92421
208 427 81998
434 183 35682
486 727 18358
448 482 21777
228 777 81576
570 197 3953
115 488 92787
594 216 8961
714 299 52971
475 644 21204
839 483 11741
354 115 83200
301 676 14678
787 498 84537
314 224 68813
602 683 22671
738 656 63043
27 457 67486
363 35 8610
7 775 39166
225 520 54964
34 259 54342
772 436 56170
420 726 63988
68 403 3006
640 729 5519
670 761 75560
390 680 65675
701 755 85000
143 821 40306
860 778 43290
454 164 46200
731 777 79044
751 618 23741
309 227 40042
544 307 89819
696 369 30931
544 643 47681
336 91 95623
588 40 42261
308 310 63095
743 190 9169
416 417 22032
792 514 55773
844 432 6750
184 138 9445
618 510 51055
748 85 27691
461 685 21612
326 539 80816
223 735 88558
568 158 48778
265 227 84083
489 295 45972
336 491 61607
255 468 28264
864 375 7691
316 457 71203
134 333 1262
344 66 81730
